Date,Time,Open,High,Low,Close,Volume
2017.09.24,23:00,1.18996,1.19346,1.18983,1.19279,12307
2017.09.22,19:00,1.19443,1.19539,1.19393,1.19478,13863
2017.09.22,15:00,1.19714,1.19833,1.19367,1.19442,28892
2017.09.22,11:00,1.19901,1.20042,1.19583,1.19713,24339
2017.09.22,07:00,1.19598,1.20024,1.19575,1.199,23526
2017.09.22,03:00,1.19413,1.19645,1.19406,1.19598,14586
2017.09.21,23:00,1.19408,1.19485,1.19371,1.19414,10696
2017.09.21,19:00,1.19323,1.19425,1.19278,1.19407,10686
2017.09.21,15:00,1.19163,1.19534,1.19082,1.19323,29789
2017.09.21,11:00,1.1913,1.19224,1.18905,1.19164,21126
2017.09.21,07:00,1.18831,1.19178,1.18762,1.1913,26018
2017.09.21,03:00,1.18773,1.18911,1.18667,1.18831,17396
2017.09.20,23:00,1.18922,1.18968,1.18654,1.18774,17859
2017.09.20,19:00,1.20041,1.20335,1.18606,1.18923,45083
2017.09.20,15:00,1.19917,1.20056,1.19839,1.20039,20525
2017.09.20,11:00,1.20068,1.20216,1.19889,1.19918,17841
2017.09.20,07:00,1.20066,1.20157,1.19955,1.20067,19411
2017.09.20,03:00,1.19917,1.20192,1.19905,1.20067,14120
2017.09.19,23:00,1.19939,1.20004,1.19866,1.19917,10519
2017.09.19,19:00,1.19737,1.20062,1.19702,1.19939,14530
2017.09.19,15:00,1.1984,1.19905,1.19602,1.19736,25890
2017.09.19,11:00,1.19838,1.19944,1.19534,1.1984,27109
2017.09.19,07:00,1.19754,1.20063,1.19713,1.19839,24859
2017.09.19,03:00,1.19642,1.19795,1.1962,1.19755,12894
2017.09.18,23:00,1.19534,1.19664,1.19495,1.19639,10628
2017.09.18,19:00,1.19341,1.19588,1.19272,1.19534,15853
2017.09.18,15:00,1.1961,1.19669,1.19222,1.1934,24203
2017.09.18,11:00,1.19389,1.19692,1.19371,1.1961,19193
2017.09.18,07:00,1.19403,1.19559,1.19148,1.19384,20373
2017.09.18,03:00,1.19437,1.19548,1.19386,1.19405,9935
2017.09.17,23:00,1.19252,1.19499,1.19251,1.19438,8197
2017.09.15,19:00,1.19449,1.19608,1.19292,1.19469,13246
2017.09.15,15:00,1.19736,1.19864,1.19397,1.1945,27072
2017.09.15,11:00,1.1929,1.19869,1.19265,1.19736,31928
2017.09.15,07:00,1.19121,1.19397,1.19047,1.1929,22375
2017.09.15,03:00,1.19077,1.1918,1.1901,1.19122,14541
2017.09.14,23:00,1.19183,1.19235,1.19059,1.19078,17225
2017.09.14,19:00,1.18839,1.19222,1.18831,1.19185,16305
2017.09.14,15:00,1.18925,1.18979,1.18682,1.18836,29561
2017.09.14,11:00,1.19043,1.19089,1.18374,1.18922,32205
2017.09.14,07:00,1.18777,1.19095,1.18658,1.19042,19745
2017.09.14,03:00,1.18825,1.18851,1.18703,1.18779,13840
2017.09.13,23:00,1.18847,1.18938,1.18807,1.18825,10886
2017.09.13,19:00,1.18804,1.18952,1.18727,1.18847,14512
2017.09.13,15:00,1.19737,1.19744,1.18799,1.18809,28976
2017.09.13,11:00,1.19792,1.19893,1.19643,1.19735,17751
2017.09.13,07:00,1.1983,1.19946,1.19683,1.19789,18650
2017.09.13,03:00,1.19694,1.19929,1.19692,1.19831,15586
2017.09.12,23:00,1.19657,1.19733,1.19595,1.19696,13949
2017.09.12,19:00,1.19626,1.19726,1.19543,1.19661,14117
2017.09.12,15:00,1.19294,1.19735,1.19294,1.19623,25057
2017.09.12,11:00,1.19575,1.19645,1.1926,1.19295,24471
2017.09.12,07:00,1.19555,1.19781,1.19462,1.19577,20707
2017.09.12,03:00,1.19468,1.19631,1.19468,1.19554,10704
2017.09.11,23:00,1.19519,1.19639,1.19455,1.19469,12862
2017.09.11,19:00,1.19693,1.19705,1.19472,1.19521,13140
2017.09.11,15:00,1.19842,1.19927,1.1957,1.19694,22086
2017.09.11,11:00,1.20209,1.20253,1.19788,1.19843,19612
2017.09.11,07:00,1.20073,1.20292,1.19929,1.20211,20613
2017.09.11,03:00,1.20119,1.20186,1.19988,1.20072,13878
2017.09.10,23:00,1.20187,1.2025,1.20105,1.20118,10992
2017.09.08,19:00,1.20262,1.20383,1.20247,1.20293,11443
2017.09.08,15:00,1.20421,1.20506,1.20145,1.2026,28761
2017.09.08,11:00,1.20631,1.20734,1.20343,1.20422,27267
2017.09.08,07:00,1.20698,1.2092,1.2036,1.2063,36999
2017.09.08,03:00,1.20347,1.20891,1.20231,1.20695,25089
2017.09.07,23:00,1.20215,1.20356,1.20174,1.20346,19681
2017.09.07,19:00,1.19891,1.20288,1.19891,1.20225,17873
2017.09.07,15:00,1.2042,1.20593,1.19721,1.19891,43692
2017.09.07,11:00,1.19591,1.20527,1.19298,1.20421,34379
2017.09.07,07:00,1.19241,1.19702,1.19137,1.19588,20464
2017.09.07,03:00,1.19225,1.19279,1.19189,1.19241,12973
2017.09.06,23:00,1.19163,1.19345,1.19163,1.19225,16121
2017.09.06,19:00,1.19261,1.19281,1.19076,1.19165,17479
2017.09.06,15:00,1.19315,1.19498,1.19114,1.19264,34230
2017.09.06,11:00,1.19436,1.19492,1.19189,1.19314,23115
2017.09.06,07:00,1.19137,1.19492,1.19093,1.19437,19833
2017.09.06,03:00,1.19215,1.1924,1.19028,1.19139,14559
2017.09.05,23:00,1.19134,1.19244,1.19085,1.19214,18971
2017.09.05,19:00,1.19033,1.19296,1.18946,1.19134,17323
2017.09.05,15:00,1.19002,1.19403,1.18862,1.19028,29908
2017.09.05,11:00,1.18848,1.19067,1.18762,1.19002,20843
2017.09.05,07:00,1.19055,1.19085,1.18679,1.18844,21822
2017.09.05,03:00,1.18994,1.19109,1.18922,1.19054,23389
2017.09.04,23:00,1.18964,1.19016,1.18897,1.18994,16004
2017.09.04,19:00,1.18884,1.19034,1.18884,1.18964,63683
2017.09.04,15:00,1.18963,1.19196,1.18872,1.18883,12326
2017.09.04,11:00,1.19185,1.19218,1.18889,1.18965,12221
2017.09.04,07:00,1.18818,1.19205,1.18807,1.19183,18457
2017.09.04,03:00,1.18801,1.18895,1.18775,1.18817,12139
2017.09.03,23:00,1.18791,1.1886,1.18733,1.188,19870
2017.09.01,19:00,1.18575,1.18753,1.18566,1.1863,12589
2017.09.01,15:00,1.19055,1.19205,1.1849,1.18576,38063
2017.09.01,11:00,1.18926,1.19794,1.18912,1.19059,30365
2017.09.01,07:00,1.18972,1.19046,1.18788,1.18925,15986
2017.09.01,03:00,1.19095,1.19127,1.1895,1.18972,11255
2017.08.31,23:00,1.19089,1.19226,1.19055,1.19095,17687
2017.08.31,19:00,1.18801,1.19125,1.18786,1.19092,15939
2017.08.31,15:00,1.18431,1.19079,1.18355,1.18802,32363
2017.08.31,11:00,1.18963,1.19054,1.18229,1.1843,29124
2017.08.31,07:00,1.18787,1.19031,1.18667,1.18963,19806
2017.08.31,03:00,1.18931,1.18969,1.18711,1.18786,14684
2017.08.30,23:00,1.18832,1.18965,1.1882,1.1893,13704
2017.08.30,19:00,1.1904,1.1904,1.18803,1.18831,14202
2017.08.30,15:00,1.19181,1.19377,1.1895,1.1904,27717
2017.08.30,11:00,1.19438,1.19544,1.18931,1.19182,24130
2017.08.30,07:00,1.19733,1.19745,1.1938,1.19438,26040
2017.08.30,03:00,1.19744,1.19839,1.19665,1.19732,14288
2017.08.29,23:00,1.19716,1.19787,1.19628,1.19746,15527
2017.08.29,19:00,1.2016,1.20201,1.19459,1.19716,20057
2017.08.29,15:00,1.20286,1.20377,1.20089,1.20156,30075
2017.08.29,11:00,1.206,1.20662,1.20278,1.20287,27035
2017.08.29,07:00,1.19742,1.20699,1.19714,1.20599,32969
2017.08.29,03:00,1.19647,1.19767,1.19621,1.19742,13188
2017.08.28,23:00,1.19785,1.19856,1.19553,1.19645,25776
2017.08.28,19:00,1.19761,1.19835,1.19725,1.19783,10275
2017.08.28,15:00,1.19346,1.19833,1.19258,1.19762,22045
2017.08.28,11:00,1.19305,1.19399,1.19216,1.19345,15906
2017.08.28,07:00,1.19202,1.19421,1.19168,1.19305,14169
2017.08.28,03:00,1.19296,1.19301,1.19201,1.19202,10091
2017.08.27,23:00,1.19442,1.19595,1.19218,1.19293,14712
2017.08.25,19:00,1.18865,1.1941,1.18641,1.19201,22320
2017.08.25,15:00,1.18053,1.18866,1.1785,1.18866,33640
2017.08.25,11:00,1.17961,1.18276,1.17954,1.18052,15694
2017.08.25,07:00,1.17978,1.18012,1.17731,1.17962,13670
2017.08.25,03:00,1.17962,1.17998,1.17875,1.17977,10027
2017.08.24,23:00,1.17989,1.18035,1.17923,1.17964,16306
2017.08.24,19:00,1.18041,1.18144,1.17974,1.17989,8749
2017.08.24,15:00,1.1799,1.18101,1.17875,1.18041,19883
2017.08.24,11:00,1.17868,1.181,1.17846,1.17989,14646
2017.08.24,07:00,1.18021,1.18076,1.17839,1.17871,13936
2017.08.24,03:00,1.1809,1.18094,1.17942,1.1802,10384
2017.08.23,23:00,1.18064,1.18176,1.18056,1.18089,14720
2017.08.23,19:00,1.18007,1.18229,1.18007,1.18065,11510
2017.08.23,15:00,1.17946,1.18196,1.17867,1.18007,19839
2017.08.23,11:00,1.17897,1.18077,1.17756,1.17947,15275
2017.08.23,07:00,1.1758,1.17921,1.17399,1.17897,16592
2017.08.23,03:00,1.17491,1.17657,1.17475,1.17578,8242
2017.08.22,23:00,1.1761,1.17658,1.17487,1.17491,9196
2017.08.22,19:00,1.17638,1.17645,1.17478,1.17611,8436
2017.08.22,15:00,1.17612,1.17716,1.175,1.17639,18422
2017.08.22,11:00,1.17712,1.17727,1.17451,1.17613,17268
2017.08.22,07:00,1.18065,1.18067,1.17655,1.17714,14671
2017.08.22,03:00,1.18139,1.1824,1.18025,1.18064,8706
2017.08.21,23:00,1.18146,1.18171,1.18078,1.1814,9545
2017.08.21,19:00,1.18241,1.18278,1.18069,1.18144,9090
2017.08.21,15:00,1.178,1.18247,1.17769,1.18236,21500
2017.08.21,11:00,1.17407,1.17828,1.17364,1.17799,13740
2017.08.21,07:00,1.17509,1.17551,1.17309,1.17408,12565
2017.08.21,03:00,1.17513,1.17624,1.17508,1.1751,7649
2017.08.20,23:00,1.1761,1.1761,1.17498,1.17513,6043
2017.08.18,19:00,1.17487,1.17672,1.17404,1.17612,12183
2017.08.18,15:00,1.17487,1.17605,1.1729,1.1749,32876
2017.08.18,11:00,1.17472,1.17742,1.17311,1.17482,17564
2017.08.18,07:00,1.1737,1.17582,1.17209,1.17471,17673
2017.08.18,03:00,1.17278,1.17393,1.17234,1.17369,8388
2017.08.17,23:00,1.17225,1.17306,1.17082,1.17277,14128
2017.08.17,19:00,1.17411,1.17513,1.17177,1.17225,14792
2017.08.17,15:00,1.1693,1.17535,1.16922,1.17409,31031
2017.08.17,11:00,1.1733,1.17371,1.16621,1.16932,33399
2017.08.17,07:00,1.17789,1.17894,1.17298,1.17327,20715
2017.08.17,03:00,1.17678,1.17898,1.17666,1.17789,16255
2017.08.16,23:00,1.17664,1.17791,1.17647,1.17676,15990
2017.08.16,19:00,1.17015,1.17785,1.17003,1.17663,26112
2017.08.16,15:00,1.17029,1.17161,1.16809,1.17015,22825
2017.08.16,11:00,1.17254,1.17394,1.16952,1.17028,23549
2017.08.16,07:00,1.17422,1.17578,1.1691,1.17254,23415
2017.08.16,03:00,1.17379,1.17433,1.17339,1.17423,8519
2017.08.15,23:00,1.17343,1.17452,1.17286,1.17377,13529
2017.08.15,19:00,1.17364,1.1743,1.17269,1.17341,9809
2017.08.15,15:00,1.16916,1.17386,1.16899,1.17369,23807
2017.08.15,11:00,1.17559,1.17632,1.16869,1.16916,23797
2017.08.15,07:00,1.1777,1.17793,1.17205,1.17563,21028
2017.08.15,03:00,1.1781,1.17924,1.17765,1.17771,12122
2017.08.14,23:00,1.17787,1.17892,1.1768,1.1781,11890
2017.08.14,19:00,1.17928,1.17947,1.17719,1.17791,12577
2017.08.14,15:00,1.17954,1.18016,1.17696,1.17929,19712
2017.08.14,11:00,1.18032,1.1807,1.1787,1.17952,16301
2017.08.14,07:00,1.18181,1.18382,1.17919,1.18032,18732
2017.08.14,03:00,1.18188,1.18344,1.18166,1.18182,10346
2017.08.13,23:00,1.18217,1.18288,1.18183,1.18188,12629
2017.08.11,19:00,1.18202,1.18468,1.182,1.18228,15768
2017.08.11,15:00,1.18161,1.18296,1.17769,1.18202,30302
2017.08.11,11:00,1.17554,1.18351,1.17484,1.18161,20449
2017.08.11,07:00,1.17744,1.17791,1.17495,1.17554,15719
2017.08.11,03:00,1.17718,1.17761,1.17614,1.17744,11528
2017.08.10,23:00,1.17714,1.17765,1.17633,1.17719,14156
2017.08.10,19:00,1.17561,1.17849,1.17516,1.17713,14679
2017.08.10,15:00,1.17411,1.17617,1.17177,1.17562,30380
2017.08.10,11:00,1.17226,1.17477,1.1704,1.17412,19750
2017.08.10,07:00,1.17357,1.17405,1.17152,1.17227,16690
2017.08.10,03:00,1.17568,1.17619,1.17319,1.17356,12176
2017.08.09,23:00,1.17582,1.17695,1.17513,1.17569,15003
2017.08.09,19:00,1.17443,1.17615,1.17392,1.17585,11056
2017.08.09,15:00,1.17448,1.17493,1.16886,1.17442,27625
2017.08.09,11:00,1.17316,1.17527,1.17254,1.17447,22840
2017.08.09,07:00,1.17373,1.17617,1.1722,1.17317,21114
2017.08.09,03:00,1.17431,1.17491,1.17188,1.17372,14720
2017.08.08,23:00,1.17508,1.17636,1.17332,1.17431,16524
2017.08.08,19:00,1.17522,1.17693,1.174,1.17508,14998
2017.08.08,15:00,1.18145,1.18157,1.17149,1.17521,28212
2017.08.08,11:00,1.18075,1.18182,1.18054,1.18144,13105
2017.08.08,07:00,1.18115,1.18178,1.18016,1.18079,11734
2017.08.08,03:00,1.18021,1.18237,1.18018,1.18112,9917
2017.08.07,23:00,1.17951,1.18049,1.17894,1.18021,11742
2017.08.07,19:00,1.17885,1.17967,1.17871,1.1795,7568
2017.08.07,15:00,1.17866,1.17982,1.17811,1.17885,15988
2017.08.07,11:00,1.17981,1.18082,1.1786,1.17864,15975
2017.08.07,07:00,1.17948,1.18138,1.17779,1.17981,16368
2017.08.07,03:00,1.17857,1.18017,1.1784,1.17948,9356
2017.08.06,23:00,1.17739,1.17927,1.17706,1.17857,24523
2017.08.04,19:00,1.17537,1.17827,1.17496,1.17708,13873
2017.08.04,15:00,1.18296,1.18455,1.1728,1.17538,36132
2017.08.04,11:00,1.1882,1.18848,1.18248,1.18296,21981
2017.08.04,07:00,1.18795,1.18889,1.18737,1.1882,12330
2017.08.04,03:00,1.18765,1.18883,1.18709,1.18795,10785
2017.08.03,23:00,1.18687,1.18853,1.1868,1.18764,13451
2017.08.03,19:00,1.18688,1.18885,1.18604,1.18689,14597
2017.08.03,15:00,1.18591,1.18929,1.18427,1.18687,26562
2017.08.03,11:00,1.18429,1.18739,1.18333,1.18592,23566
2017.08.03,07:00,1.18459,1.18567,1.18303,1.1843,15916
2017.08.03,03:00,1.18355,1.18487,1.1834,1.18461,10697
2017.08.02,23:00,1.18554,1.18583,1.18355,1.18358,12671
2017.08.02,19:00,1.18681,1.19101,1.18497,1.18554,15475
2017.08.02,15:00,1.18243,1.1871,1.18227,1.18677,27350
2017.08.02,11:00,1.18544,1.18588,1.18183,1.18244,21353
2017.08.02,07:00,1.18249,1.18682,1.18169,1.18542,18651
2017.08.02,03:00,1.1813,1.18283,1.17934,1.18248,14610
2017.08.01,23:00,1.18013,1.18174,1.17972,1.18129,12486
2017.08.01,19:00,1.18044,1.18371,1.17984,1.18013,13627
2017.08.01,15:00,1.18174,1.1839,1.17851,1.18043,29382
2017.08.01,11:00,1.18211,1.1824,1.18046,1.18172,19382
2017.08.01,07:00,1.18301,1.1833,1.18109,1.18212,17715
2017.08.01,03:00,1.18267,1.18338,1.18195,1.18304,12485
2017.07.31,23:00,1.18413,1.18442,1.18194,1.18269,17938
2017.07.31,19:00,1.18104,1.18453,1.18079,1.1841,16521
2017.07.31,15:00,1.17334,1.18318,1.17314,1.18106,28585
2017.07.31,11:00,1.17325,1.17442,1.1723,1.17335,15493
2017.07.31,07:00,1.17361,1.17472,1.1723,1.17326,16448
2017.07.31,03:00,1.17424,1.17457,1.17311,1.17362,9674
2017.07.30,23:00,1.17538,1.17616,1.17344,1.17423,18869
2017.07.28,19:00,1.17409,1.17622,1.17408,1.17506,12250
2017.07.28,15:00,1.1716,1.17638,1.17149,1.17404,31652
2017.07.28,11:00,1.17056,1.17529,1.17042,1.1716,25828
2017.07.28,07:00,1.1685,1.17151,1.1685,1.17057,21944
2017.07.28,03:00,1.16758,1.16936,1.1671,1.16849,12303
2017.07.27,23:00,1.16751,1.1692,1.16709,1.16757,12989
2017.07.27,19:00,1.1664,1.16884,1.16594,1.16752,21374
2017.07.27,15:00,1.16965,1.17059,1.16499,1.16642,29222
2017.07.27,11:00,1.17281,1.17332,1.16869,1.16965,23403
2017.07.27,07:00,1.17486,1.1751,1.17119,1.17282,26125
2017.07.27,03:00,1.17294,1.17765,1.17212,1.17487,17483
2017.07.26,23:00,1.17329,1.17471,1.17251,1.17293,16232
2017.07.26,19:00,1.16263,1.17398,1.16262,1.17331,32515
2017.07.26,15:00,1.16409,1.16551,1.16217,1.16264,22514
2017.07.26,11:00,1.1623,1.16512,1.16186,1.16408,20235
2017.07.26,07:00,1.16386,1.16453,1.16125,1.1623,19753
2017.07.26,03:00,1.16413,1.16535,1.16381,1.16384,10262
2017.07.25,23:00,1.16466,1.16482,1.16376,1.16411,8798
2017.07.25,19:00,1.16533,1.16608,1.16421,1.16466,12195
2017.07.25,15:00,1.16883,1.1712,1.16455,1.1653,29397
2017.07.25,11:00,1.16537,1.16989,1.1647,1.16884,21656
2017.07.25,07:00,1.16616,1.16688,1.1643,1.16535,21252
2017.07.25,03:00,1.16375,1.16632,1.16347,1.16617,10204
2017.07.24,23:00,1.16406,1.16448,1.16306,1.16375,16444
2017.07.24,19:00,1.16376,1.16471,1.163,1.16412,8759
2017.07.24,15:00,1.16556,1.16558,1.16257,1.16377,20868
2017.07.24,11:00,1.16529,1.16596,1.16421,1.16555,20944
2017.07.24,07:00,1.16708,1.1675,1.163,1.16527,23121
2017.07.24,03:00,1.16708,1.16751,1.1663,1.16705,8075
2017.07.23,23:00,1.16648,1.1684,1.1663,1.16707,10308
2017.07.21,19:00,1.16658,1.16825,1.16614,1.16628,15789
2017.07.21,15:00,1.16399,1.16701,1.16356,1.16659,22037
2017.07.21,11:00,1.16492,1.16582,1.16351,1.16397,20170
2017.07.21,07:00,1.16283,1.16766,1.16281,1.16492,23425
2017.07.21,03:00,1.16263,1.16362,1.1623,1.16284,12163
2017.07.20,23:00,1.16303,1.16354,1.16189,1.16263,9383
2017.07.20,19:00,1.16347,1.16374,1.16175,1.16304,13241
2017.07.20,15:00,1.15617,1.16579,1.1541,1.16341,40566
2017.07.20,11:00,1.15046,1.15703,1.1479,1.15617,35579
2017.07.20,07:00,1.15116,1.1525,1.14959,1.15045,21613
2017.07.20,03:00,1.15228,1.15269,1.1505,1.15117,14214
2017.07.19,23:00,1.15143,1.15325,1.15123,1.15228,9733
2017.07.19,19:00,1.15206,1.15229,1.15127,1.15141,8634
2017.07.19,15:00,1.15252,1.15363,1.15098,1.15205,21304
2017.07.19,11:00,1.15265,1.15383,1.15209,1.15252,19034
2017.07.19,07:00,1.15376,1.15474,1.15143,1.15264,20777
2017.07.19,03:00,1.15445,1.15449,1.15362,1.15374,7274
2017.07.18,23:00,1.15536,1.15559,1.15431,1.15445,10937
2017.07.18,19:00,1.15629,1.15654,1.15518,1.15537,10718
2017.07.18,15:00,1.15561,1.15829,1.15538,1.15627,25242
2017.07.18,11:00,1.15248,1.15679,1.1519,1.15557,30560
2017.07.18,07:00,1.15273,1.15349,1.1511,1.15251,25803
2017.07.18,03:00,1.1485,1.15376,1.14849,1.15274,19498
2017.07.17,23:00,1.14782,1.14867,1.14713,1.14849,16954
2017.07.17,19:00,1.1472,1.14843,1.14719,1.14779,7564
2017.07.17,15:00,1.14677,1.14868,1.14607,1.14719,20817
2017.07.17,11:00,1.14477,1.14707,1.14449,1.14677,16688
2017.07.17,07:00,1.14611,1.14631,1.14346,1.14478,16324
2017.07.17,03:00,1.14647,1.14671,1.14566,1.14611,8158
2017.07.16,23:00,1.14683,1.14745,1.14635,1.14647,15000
2017.07.14,19:00,1.1459,1.14715,1.1457,1.14669,8994
2017.07.14,15:00,1.14618,1.14631,1.14354,1.14591,28621
2017.07.14,11:00,1.14079,1.14681,1.14071,1.14615,22366
2017.07.14,07:00,1.14005,1.14238,1.14005,1.14077,15620
2017.07.14,03:00,1.14014,1.14105,1.13966,1.14007,7012
2017.07.13,23:00,1.13972,1.14049,1.13912,1.14014,8486
2017.07.13,19:00,1.13904,1.14067,1.1389,1.13972,8915
2017.07.13,15:00,1.14161,1.14176,1.13824,1.13904,21033
2017.07.13,11:00,1.14032,1.1419,1.13703,1.14161,30680
2017.07.13,07:00,1.14373,1.14557,1.13954,1.14032,20542
2017.07.13,03:00,1.14293,1.14388,1.14291,1.14374,8186
2017.07.12,23:00,1.14114,1.14295,1.14108,1.14294,8103
2017.07.12,19:00,1.14204,1.14249,1.14105,1.14115,10604
2017.07.12,15:00,1.14671,1.14687,1.13916,1.14205,34724
2017.07.12,11:00,1.14573,1.14794,1.14261,1.14673,23949
2017.07.12,07:00,1.14852,1.14892,1.14419,1.14573,18042
2017.07.12,03:00,1.14762,1.14883,1.14701,1.14853,9414
2017.07.11,23:00,1.14673,1.14778,1.1462,1.14761,12621
2017.07.11,19:00,1.14394,1.14793,1.14394,1.14673,13822
2017.07.11,15:00,1.14015,1.14476,1.13932,1.14393,23440
2017.07.11,11:00,1.13957,1.14137,1.13898,1.14016,15063
2017.07.11,07:00,1.13882,1.13997,1.13826,1.13957,14831
2017.07.11,03:00,1.13947,1.13972,1.13869,1.13883,6257
2017.07.10,23:00,1.13991,1.13991,1.13927,1.13947,10024
2017.07.10,19:00,1.13952,1.14076,1.13952,1.1399,6303
2017.07.10,15:00,1.13921,1.14018,1.13845,1.13953,15185
2017.07.10,11:00,1.13956,1.13978,1.13815,1.13919,15690
2017.07.10,07:00,1.14038,1.1418,1.13924,1.13955,15294
2017.07.10,03:00,1.14004,1.14083,1.13992,1.14037,5596
2017.07.09,23:00,1.13974,1.14037,1.13913,1.14003,5675
2017.07.07,19:00,1.14078,1.14107,1.13978,1.13995,7543
2017.07.07,15:00,1.14016,1.14084,1.13793,1.14078,23838
2017.07.07,11:00,1.14216,1.14396,1.13863,1.14015,25246
2017.07.07,07:00,1.14147,1.14273,1.14068,1.14215,16529
2017.07.07,03:00,1.14152,1.14238,1.14082,1.14148,11813
2017.07.06,23:00,1.1422,1.14254,1.14131,1.14151,11214
2017.07.06,19:00,1.14198,1.14246,1.14155,1.14228,9837
2017.07.06,15:00,1.13904,1.14195,1.13814,1.14194,22305
2017.07.06,11:00,1.13486,1.13975,1.13442,1.13903,28091
2017.07.06,07:00,1.13388,1.13569,1.13307,1.13487,13477
2017.07.06,03:00,1.13414,1.13444,1.13297,1.13388,7394
2017.07.05,23:00,1.13511,1.13545,1.13352,1.13416,9453
2017.07.05,19:00,1.13382,1.13559,1.13225,1.13512,15651
2017.07.05,15:00,1.13202,1.13437,1.13179,1.13381,18293
2017.07.05,11:00,1.13415,1.1344,1.13123,1.13203,20533
2017.07.05,07:00,1.13544,1.13679,1.13405,1.13415,17364
2017.07.05,03:00,1.13584,1.13684,1.1353,1.13542,8027
2017.07.04,23:00,1.13432,1.13642,1.13425,1.13585,10424
2017.07.04,19:00,1.1351,1.13532,1.1343,1.13436,19924
2017.07.04,15:00,1.13426,1.13536,1.13378,1.13508,11478
2017.07.04,11:00,1.13536,1.13552,1.13398,1.13425,11513
2017.07.04,07:00,1.13718,1.13742,1.13358,1.13535,18483
2017.07.04,03:00,1.13736,1.13739,1.13636,1.13717,7652
2017.07.03,23:00,1.13637,1.13767,1.13567,1.13736,10467
2017.07.03,19:00,1.1357,1.13684,1.13563,1.1364,4486
2017.07.03,15:00,1.13676,1.13735,1.13549,1.13571,20344
2017.07.03,11:00,1.13787,1.13855,1.13614,1.13675,16413
2017.07.03,07:00,1.14127,1.14149,1.13768,1.13787,18927
2017.07.03,03:00,1.14171,1.142,1.14036,1.14127,7823
2017.07.02,23:00,1.1417,1.14266,1.14155,1.14169,8109
2017.06.30,19:00,1.14122,1.14236,1.14084,1.14193,11210
2017.06.30,15:00,1.14124,1.14274,1.13952,1.14123,24649
2017.06.30,11:00,1.14026,1.14208,1.13919,1.14126,23649
2017.06.30,07:00,1.14401,1.1441,1.13953,1.14035,23539
2017.06.30,03:00,1.14283,1.14441,1.14275,1.14402,10787
2017.06.29,23:00,1.14399,1.14451,1.14267,1.14283,17031
2017.06.29,19:00,1.14296,1.14453,1.14274,1.14401,14602
2017.06.29,15:00,1.14005,1.14318,1.13951,1.14297,27022
2017.06.29,11:00,1.14256,1.14263,1.1388,1.14006,22225
2017.06.29,07:00,1.14015,1.14347,1.13952,1.14255,23093
2017.06.29,03:00,1.13868,1.1419,1.13848,1.14015,10374
2017.06.28,23:00,1.13774,1.13892,1.13741,1.13868,10440
2017.06.28,19:00,1.13783,1.1385,1.13733,1.13774,9535
2017.06.28,15:00,1.13312,1.13905,1.1328,1.13778,34331
2017.06.28,11:00,1.13603,1.13798,1.12911,1.1331,27985
2017.06.28,07:00,1.13464,1.1388,1.1345,1.13602,25855
2017.06.28,03:00,1.13394,1.13552,1.13368,1.13465,9017
2017.06.27,23:00,1.13383,1.13444,1.13305,1.13395,15630
2017.06.27,19:00,1.13121,1.13491,1.13064,1.13384,16582
2017.06.27,15:00,1.12767,1.13348,1.12744,1.13116,23636
2017.06.27,11:00,1.12493,1.12837,1.1244,1.12767,19748
2017.06.27,07:00,1.11898,1.12548,1.11821,1.12488,20745
2017.06.27,03:00,1.11837,1.11923,1.11804,1.11899,5624
2017.06.26,23:00,1.11821,1.11851,1.11787,1.11838,10675
2017.06.26,19:00,1.11872,1.11943,1.11753,1.11814,7074
2017.06.26,15:00,1.1211,1.12184,1.11818,1.11873,15188
2017.06.26,11:00,1.11855,1.12196,1.11716,1.12109,15332
2017.06.26,07:00,1.11914,1.12076,1.11816,1.11856,11399
2017.06.26,03:00,1.1196,1.11977,1.11897,1.11915,6741
2017.06.25,23:00,1.11957,1.11999,1.11897,1.11962,6642
2017.06.23,19:00,1.1197,1.12021,1.11926,1.11942,4103
2017.06.23,15:00,1.11759,1.12086,1.1175,1.11967,11838
2017.06.23,11:00,1.11713,1.118,1.11614,1.1176,10205
2017.06.23,07:00,1.11616,1.11877,1.11616,1.11713,11099
2017.06.23,03:00,1.11493,1.11637,1.11465,1.11615,4238
2017.06.22,23:00,1.1151,1.11536,1.1145,1.11492,7447
2017.06.22,19:00,1.11551,1.11573,1.11392,1.11515,6890
2017.06.22,15:00,1.11608,1.11638,1.11451,1.11552,14065
2017.06.22,11:00,1.11678,1.11742,1.11567,1.11608,10831
2017.06.22,07:00,1.11707,1.11777,1.11543,1.11679,9675
2017.06.22,03:00,1.1163,1.11715,1.1162,1.11706,5908
2017.06.21,23:00,1.1168,1.11709,1.11601,1.1163,9460
2017.06.21,19:00,1.11469,1.11689,1.11444,1.11679,8762
2017.06.21,15:00,1.11477,1.11485,1.11299,1.11469,14831
2017.06.21,11:00,1.11426,1.11556,1.11373,1.11478,14595
2017.06.21,07:00,1.11334,1.11454,1.11271,1.11424,10006
2017.06.21,03:00,1.11353,1.11381,1.11326,1.11333,3731
2017.06.20,23:00,1.11334,1.11368,1.11304,1.11352,9985
2017.06.20,19:00,1.11247,1.11344,1.11199,1.11335,6636
2017.06.20,15:00,1.11504,1.11533,1.11187,1.11244,17072
