Time,Open,High,Low,Close,Volume
2019.03.25 08:37:00,1.13027,1.13032,1.13025,1.13027,31
2019.03.25 08:36:00,1.13027,1.1303,1.13026,1.13026,16
2019.03.25 08:35:00,1.13025,1.1303,1.13019,1.13027,29
2019.03.25 08:34:00,1.13027,1.13031,1.13025,1.13025,15
2019.03.25 08:33:00,1.13026,1.13031,1.13025,1.13025,9
2019.03.25 08:32:00,1.13026,1.13031,1.13026,1.13026,20
2019.03.25 08:31:00,1.13022,1.13029,1.13022,1.13026,15
2019.03.25 08:30:00,1.13037,1.13037,1.13021,1.13022,28
2019.03.25 08:29:00,1.13023,1.13037,1.13018,1.13037,51
2019.03.25 08:28:00,1.13021,1.13023,1.13018,1.13023,16
2019.03.25 08:27:00,1.13037,1.13037,1.1302,1.1302,15
2019.03.25 08:26:00,1.13038,1.13042,1.13037,1.13037,8
2019.03.25 08:25:00,1.13032,1.13038,1.13031,1.13038,8
2019.03.25 08:24:00,1.13029,1.13033,1.13029,1.13032,7
2019.03.25 08:23:00,1.13029,1.13033,1.13025,1.13029,19
2019.03.25 08:22:00,1.13018,1.13032,1.13018,1.13029,37
2019.03.25 08:21:00,1.12999,1.13018,1.12999,1.13018,32
2019.03.25 08:20:00,1.13009,1.13009,1.12999,1.12999,14
2019.03.25 08:19:00,1.13012,1.13012,1.13008,1.13009,20
2019.03.25 08:18:00,1.13008,1.13012,1.13008,1.13011,15
2019.03.25 08:17:00,1.13013,1.13013,1.13008,1.13008,19
2019.03.25 08:16:00,1.13009,1.13013,1.13009,1.13013,12
2019.03.25 08:15:00,1.13013,1.13013,1.13008,1.13009,18
2019.03.25 08:14:00,1.13012,1.13013,1.13012,1.13013,2
2019.03.25 08:13:00,1.13012,1.13013,1.13012,1.13013,6
2019.03.25 08:12:00,1.13012,1.13016,1.13012,1.13012,17
2019.03.25 08:11:00,1.13012,1.13018,1.13012,1.13013,17
2019.03.25 08:10:00,1.13016,1.13016,1.13012,1.13012,3
2019.03.25 08:09:00,1.13024,1.13032,1.13016,1.13016,30
2019.03.25 08:08:00,1.13022,1.13028,1.13018,1.13024,36
2019.03.25 08:07:00,1.13037,1.13037,1.13022,1.13022,19
2019.03.25 08:06:00,1.13033,1.13037,1.13033,1.13037,8
2019.03.25 08:05:00,1.13036,1.13037,1.13033,1.13033,19
2019.03.25 08:04:00,1.13034,1.13037,1.13032,1.13036,13
2019.03.25 08:03:00,1.13021,1.13036,1.13021,1.13034,33
2019.03.25 08:02:00,1.13011,1.13022,1.13011,1.13021,16
2019.03.25 08:01:00,1.13016,1.13016,1.13011,1.13011,9
2019.03.25 08:00:00,1.13028,1.13028,1.1301,1.13016,34
2019.03.25 07:59:00,1.13029,1.1303,1.13028,1.13028,3
2019.03.25 07:58:00,1.13031,1.13034,1.1303,1.1303,11
2019.03.25 07:57:00,1.13028,1.13032,1.13028,1.13031,5
2019.03.25 07:56:00,1.13029,1.1303,1.13028,1.13028,13
2019.03.25 07:55:00,1.13028,1.1303,1.13028,1.1303,9
2019.03.25 07:54:00,1.13033,1.13033,1.13028,1.13028,4
2019.03.25 07:53:00,1.13037,1.13037,1.13033,1.13033,7
2019.03.25 07:52:00,1.13034,1.13039,1.13025,1.13037,37
2019.03.25 07:51:00,1.13032,1.13036,1.13031,1.13034,16
2019.03.25 07:50:00,1.13031,1.13034,1.13031,1.13032,14
2019.03.25 07:49:00,1.13024,1.13032,1.13022,1.13032,24
2019.03.25 07:48:00,1.13017,1.13024,1.13017,1.13024,9
2019.03.25 07:47:00,1.13017,1.1302,1.13016,1.13017,15
2019.03.25 07:46:00,1.13018,1.13023,1.13016,1.13018,6
2019.03.25 07:45:00,1.13019,1.13026,1.13017,1.13018,17
2019.03.25 07:44:00,1.13016,1.1302,1.13016,1.13019,6
2019.03.25 07:43:00,1.13017,1.13017,1.13016,1.13017,7
2019.03.25 07:42:00,1.13013,1.13017,1.13012,1.13017,17
2019.03.25 07:41:00,1.13016,1.13016,1.13012,1.13012,4
2019.03.25 07:40:00,1.1301,1.13016,1.1301,1.13015,11
2019.03.25 07:39:00,1.13019,1.13019,1.1301,1.1301,13
2019.03.25 07:38:00,1.13016,1.1302,1.13014,1.13019,10
2019.03.25 07:37:00,1.13019,1.13019,1.13016,1.13016,6
2019.03.25 07:36:00,1.13019,1.13019,1.13017,1.13019,9
2019.03.25 07:35:00,1.13014,1.13018,1.13012,1.13018,16
2019.03.25 07:34:00,1.1301,1.13015,1.13009,1.13014,11
2019.03.25 07:33:00,1.13005,1.13011,1.13005,1.1301,25
2019.03.25 07:32:00,1.13002,1.13006,1.13002,1.13005,8
2019.03.25 07:31:00,1.13,1.13004,1.13,1.13002,7
2019.03.25 07:30:00,1.12999,1.13001,1.12998,1.13,7
2019.03.25 07:29:00,1.13,1.13,1.12996,1.12999,12
2019.03.25 07:28:00,1.13,1.13001,1.12997,1.13,20
2019.03.25 07:27:00,1.13015,1.13015,1.12999,1.12999,29
2019.03.25 07:26:00,1.13013,1.13019,1.13013,1.13015,26
2019.03.25 07:25:00,1.13022,1.13024,1.13012,1.13013,19
2019.03.25 07:24:00,1.13023,1.13027,1.13019,1.13022,28
2019.03.25 07:23:00,1.13011,1.13023,1.1301,1.13023,10
2019.03.25 07:22:00,1.1301,1.13013,1.13009,1.13011,11
2019.03.25 07:21:00,1.13021,1.13021,1.1301,1.1301,23
2019.03.25 07:20:00,1.13023,1.13023,1.13016,1.13021,10
2019.03.25 07:19:00,1.13019,1.13025,1.13017,1.13023,13
2019.03.25 07:18:00,1.13016,1.13021,1.13016,1.13019,22
2019.03.25 07:17:00,1.13013,1.13016,1.13011,1.13015,26
2019.03.25 07:16:00,1.13012,1.13013,1.13011,1.13013,12
2019.03.25 07:15:00,1.13016,1.13016,1.13011,1.13012,13
2019.03.25 07:14:00,1.13017,1.13024,1.13016,1.13016,25
2019.03.25 07:13:00,1.13031,1.13031,1.13017,1.13018,30
2019.03.25 07:12:00,1.13032,1.13032,1.13031,1.13031,4
2019.03.25 07:11:00,1.13024,1.13032,1.13024,1.13032,32
2019.03.25 07:10:00,1.13032,1.13032,1.1302,1.13024,29
2019.03.25 07:09:00,1.13027,1.13033,1.13027,1.13032,14
2019.03.25 07:08:00,1.13023,1.13028,1.13023,1.13028,46
2019.03.25 07:07:00,1.13023,1.13026,1.13017,1.13024,52
2019.03.25 07:06:00,1.13018,1.13024,1.13018,1.13022,35
2019.03.25 07:05:00,1.13018,1.13021,1.13016,1.13017,37
2019.03.25 07:04:00,1.13003,1.13019,1.13003,1.13019,52
2019.03.25 07:03:00,1.13004,1.13008,1.13003,1.13004,48
2019.03.25 07:02:00,1.13002,1.13003,1.12997,1.13003,17
2019.03.25 07:01:00,1.12992,1.13001,1.12992,1.13001,14
2019.03.25 07:00:00,1.12976,1.12997,1.12976,1.12992,59
2019.03.25 06:59:00,1.1297,1.12977,1.1297,1.12976,11
2019.03.25 06:58:00,1.12965,1.12972,1.12965,1.1297,12
2019.03.25 06:57:00,1.12967,1.12968,1.12965,1.12966,12
2019.03.25 06:56:00,1.12966,1.12967,1.12956,1.12967,39
2019.03.25 06:55:00,1.12989,1.1299,1.12966,1.12966,50
2019.03.25 06:54:00,1.12985,1.1299,1.12983,1.12986,36
2019.03.25 06:53:00,1.12986,1.12989,1.12986,1.12986,10
2019.03.25 06:52:00,1.12989,1.12989,1.12984,1.12986,28
2019.03.25 06:51:00,1.12982,1.12989,1.1298,1.12989,25
2019.03.25 06:50:00,1.12983,1.12983,1.12976,1.12981,26
2019.03.25 06:49:00,1.12986,1.12986,1.1298,1.12983,30
2019.03.25 06:48:00,1.12992,1.12994,1.12985,1.12986,11
2019.03.25 06:47:00,1.12991,1.12994,1.1299,1.12991,8
2019.03.25 06:46:00,1.1299,1.12994,1.1299,1.12991,8
2019.03.25 06:45:00,1.12987,1.12991,1.12987,1.12991,4
2019.03.25 06:44:00,1.12988,1.12988,1.12985,1.12987,10
2019.03.25 06:43:00,1.12992,1.12992,1.12986,1.12988,19
2019.03.25 06:42:00,1.12993,1.12994,1.12992,1.12992,13
2019.03.25 06:41:00,1.12987,1.12993,1.12987,1.12992,7
2019.03.25 06:40:00,1.1299,1.12991,1.12987,1.12987,7
2019.03.25 06:39:00,1.12997,1.12997,1.1299,1.1299,17
2019.03.25 06:38:00,1.12999,1.13001,1.12997,1.12997,13
2019.03.25 06:37:00,1.13001,1.13001,1.12999,1.12999,5
2019.03.25 06:36:00,1.13001,1.13001,1.13001,1.13001,1
2019.03.25 06:35:00,1.13004,1.13004,1.13001,1.13001,2
2019.03.25 06:34:00,1.12998,1.13004,1.12998,1.13004,7
2019.03.25 06:33:00,1.12997,1.12999,1.12996,1.12998,10
2019.03.25 06:32:00,1.12997,1.12997,1.12997,1.12997,1
2019.03.25 06:31:00,1.12999,1.12999,1.12997,1.12998,6
2019.03.25 06:30:00,1.13,1.13001,1.12999,1.12999,6
2019.03.25 06:29:00,1.12998,1.13,1.12997,1.13,13
2019.03.25 06:28:00,1.12997,1.12999,1.12997,1.12998,8
2019.03.25 06:27:00,1.12998,1.13001,1.12994,1.12998,16
2019.03.25 06:26:00,1.12996,1.13002,1.12996,1.12998,12
2019.03.25 06:25:00,1.13002,1.13002,1.12996,1.12996,18
2019.03.25 06:24:00,1.12994,1.13002,1.12993,1.13002,14
2019.03.25 06:23:00,1.12992,1.12996,1.12991,1.12994,15
2019.03.25 06:22:00,1.12996,1.12997,1.12992,1.12993,15
2019.03.25 06:21:00,1.12996,1.13002,1.12995,1.12996,23
2019.03.25 06:20:00,1.12993,1.12999,1.12991,1.12995,27
2019.03.25 06:19:00,1.12991,1.12994,1.12987,1.12994,18
2019.03.25 06:18:00,1.1299,1.12994,1.1299,1.12991,7
2019.03.25 06:17:00,1.12991,1.12992,1.1299,1.1299,14
2019.03.25 06:16:00,1.12991,1.12992,1.1299,1.12991,11
2019.03.25 06:15:00,1.12992,1.12992,1.12991,1.12991,2
2019.03.25 06:14:00,1.12992,1.12995,1.1299,1.12992,10
2019.03.25 06:13:00,1.12991,1.12995,1.12991,1.12992,9
2019.03.25 06:12:00,1.12991,1.12995,1.12991,1.12991,7
2019.03.25 06:11:00,1.12986,1.12991,1.12986,1.12991,17
2019.03.25 06:10:00,1.1299,1.12991,1.12987,1.12987,5
2019.03.25 06:09:00,1.12992,1.12992,1.12988,1.1299,6
2019.03.25 06:08:00,1.1299,1.12992,1.1299,1.12992,3
2019.03.25 06:07:00,1.12986,1.1299,1.12986,1.1299,3
2019.03.25 06:06:00,1.12986,1.12986,1.12986,1.12986,1
2019.03.25 06:05:00,1.12986,1.12986,1.12986,1.12986,1
2019.03.25 06:04:00,1.12976,1.12986,1.12976,1.12986,8
2019.03.25 06:03:00,1.12978,1.12978,1.12976,1.12976,7
2019.03.25 06:02:00,1.12979,1.1298,1.12976,1.12979,12
2019.03.25 06:01:00,1.12981,1.12981,1.12979,1.12981,7
2019.03.25 06:00:00,1.12986,1.12986,1.1298,1.12981,8
2019.03.25 05:59:00,1.12991,1.12991,1.12986,1.12986,13
2019.03.25 05:58:00,1.12996,1.12996,1.1299,1.12991,10
2019.03.25 05:57:00,1.12991,1.12996,1.12991,1.12996,6
2019.03.25 05:56:00,1.12992,1.12993,1.12986,1.12991,20
2019.03.25 05:55:00,1.12992,1.12994,1.12987,1.12991,23
2019.03.25 05:54:00,1.12998,1.12999,1.12992,1.12992,17
2019.03.25 05:53:00,1.12994,1.12998,1.12994,1.12997,6
2019.03.25 05:52:00,1.12989,1.12999,1.12989,1.12994,23
2019.03.25 05:51:00,1.12984,1.12989,1.12984,1.12989,4
2019.03.25 05:50:00,1.12988,1.12988,1.12984,1.12984,7
2019.03.25 05:49:00,1.12974,1.12988,1.12973,1.12988,30
2019.03.25 05:48:00,1.12969,1.12972,1.12969,1.12972,4
2019.03.25 05:47:00,1.12972,1.12972,1.12967,1.12969,10
2019.03.25 05:46:00,1.1297,1.12973,1.1297,1.12972,8
2019.03.25 05:45:00,1.12977,1.12977,1.12966,1.1297,16
2019.03.25 05:44:00,1.12977,1.1298,1.12976,1.12977,7
2019.03.25 05:43:00,1.12976,1.12977,1.12975,1.12977,6
2019.03.25 05:42:00,1.12975,1.12976,1.12971,1.12975,18
2019.03.25 05:41:00,1.12977,1.1298,1.12975,1.12975,14
2019.03.25 05:40:00,1.1298,1.12984,1.12976,1.12977,14
2019.03.25 05:39:00,1.12977,1.12986,1.12977,1.1298,25
2019.03.25 05:38:00,1.12971,1.1298,1.12971,1.12977,16
2019.03.25 05:37:00,1.1297,1.12975,1.1297,1.12971,16
2019.03.25 05:36:00,1.1297,1.12974,1.12967,1.1297,11
2019.03.25 05:35:00,1.12972,1.12976,1.1297,1.1297,25
2019.03.25 05:34:00,1.1297,1.12972,1.12963,1.12972,22
2019.03.25 05:33:00,1.12971,1.12971,1.1297,1.1297,4
2019.03.25 05:32:00,1.12969,1.12972,1.12968,1.12972,9
2019.03.25 05:31:00,1.12968,1.12972,1.12967,1.12968,16
2019.03.25 05:30:00,1.12966,1.12969,1.12965,1.12967,22
2019.03.25 05:29:00,1.12966,1.12968,1.12965,1.12966,12
2019.03.25 05:28:00,1.12966,1.12967,1.12962,1.12966,21
2019.03.25 05:27:00,1.12972,1.12972,1.12962,1.12967,40
2019.03.25 05:26:00,1.12974,1.12974,1.12968,1.12972,16
2019.03.25 05:25:00,1.12978,1.12978,1.12974,1.12974,14
2019.03.25 05:24:00,1.12971,1.12979,1.12971,1.12977,34
2019.03.25 05:23:00,1.12967,1.12971,1.12966,1.12971,15
2019.03.25 05:22:00,1.12967,1.12967,1.12963,1.12967,20
2019.03.25 05:21:00,1.12963,1.12968,1.12956,1.12966,37
2019.03.25 05:20:00,1.12961,1.12964,1.12957,1.12963,28
2019.03.25 05:19:00,1.12951,1.12962,1.12951,1.12961,22
2019.03.25 05:18:00,1.12955,1.12955,1.12951,1.12951,7
2019.03.25 05:17:00,1.12956,1.12956,1.12955,1.12956,3
2019.03.25 05:16:00,1.12957,1.12957,1.12955,1.12956,8
2019.03.25 05:15:00,1.12952,1.12957,1.12948,1.12957,18
2019.03.25 05:14:00,1.12952,1.12952,1.12948,1.12952,15
2019.03.25 05:13:00,1.12951,1.12954,1.12949,1.12952,12
2019.03.25 05:12:00,1.12954,1.12955,1.12951,1.12951,18
2019.03.25 05:11:00,1.12949,1.12955,1.12949,1.12954,9
2019.03.25 05:10:00,1.12957,1.12957,1.12946,1.12949,14
2019.03.25 05:09:00,1.12957,1.12958,1.12955,1.12957,11
2019.03.25 05:08:00,1.12958,1.12958,1.12956,1.12956,10
2019.03.25 05:07:00,1.1296,1.1296,1.12956,1.12959,27
2019.03.25 05:06:00,1.12953,1.1296,1.12952,1.1296,28
2019.03.25 05:05:00,1.12958,1.12958,1.12951,1.12953,27
2019.03.25 05:04:00,1.12953,1.12956,1.12951,1.12955,11
2019.03.25 05:03:00,1.12947,1.12953,1.12945,1.12953,11
2019.03.25 05:02:00,1.1295,1.1295,1.12945,1.12947,16
2019.03.25 05:01:00,1.12951,1.12951,1.12947,1.1295,22
2019.03.25 05:00:00,1.12956,1.12956,1.12951,1.12952,15
2019.03.25 04:59:00,1.12956,1.12959,1.12956,1.12956,7
2019.03.25 04:58:00,1.12952,1.12961,1.12952,1.12956,19
2019.03.25 04:57:00,1.12952,1.12954,1.12951,1.12952,10
2019.03.25 04:56:00,1.12952,1.12953,1.1295,1.12952,9
2019.03.25 04:55:00,1.12954,1.12954,1.12952,1.12952,7
2019.03.25 04:54:00,1.12955,1.12959,1.12954,1.12954,23
2019.03.25 04:53:00,1.12952,1.12956,1.12952,1.12955,17
2019.03.25 04:52:00,1.12952,1.12956,1.12951,1.12952,9
2019.03.25 04:51:00,1.12952,1.12955,1.12951,1.12952,12
2019.03.25 04:50:00,1.12956,1.12956,1.12954,1.12954,2
2019.03.25 04:49:00,1.12952,1.12956,1.12951,1.12956,7
2019.03.25 04:48:00,1.12951,1.12953,1.1295,1.12952,16
2019.03.25 04:47:00,1.12961,1.12961,1.12951,1.12951,25
2019.03.25 04:46:00,1.12961,1.12966,1.1296,1.12961,15
2019.03.25 04:45:00,1.1296,1.12963,1.12956,1.12961,19
2019.03.25 04:44:00,1.1296,1.12962,1.12957,1.1296,18
2019.03.25 04:43:00,1.12966,1.12966,1.12957,1.12959,15
2019.03.25 04:42:00,1.12966,1.12966,1.12962,1.12965,15
2019.03.25 04:41:00,1.1297,1.12973,1.12966,1.12966,21
2019.03.25 04:40:00,1.12968,1.12976,1.12968,1.1297,12
2019.03.25 04:39:00,1.12968,1.1297,1.12968,1.12968,9
2019.03.25 04:38:00,1.12968,1.1297,1.12966,1.12968,13
2019.03.25 04:37:00,1.1297,1.1297,1.12966,1.12968,9
2019.03.25 04:36:00,1.12974,1.12974,1.12966,1.1297,15
2019.03.25 04:35:00,1.12974,1.12976,1.12971,1.12974,19
2019.03.25 04:34:00,1.12966,1.12976,1.12966,1.12974,18
2019.03.25 04:33:00,1.12966,1.1297,1.12966,1.12966,11
2019.03.25 04:32:00,1.12968,1.12974,1.12966,1.12966,15
2019.03.25 04:31:00,1.1297,1.1297,1.12969,1.12969,4
2019.03.25 04:30:00,1.12969,1.1297,1.12964,1.1297,12
2019.03.25 04:29:00,1.12974,1.12974,1.12969,1.12969,10
2019.03.25 04:28:00,1.12986,1.12986,1.12974,1.12974,17
2019.03.25 04:27:00,1.1298,1.12991,1.1298,1.12986,19
2019.03.25 04:26:00,1.1297,1.12981,1.1297,1.1298,18
2019.03.25 04:25:00,1.12969,1.12971,1.12969,1.1297,10
2019.03.25 04:24:00,1.12969,1.12969,1.12969,1.12969,1
2019.03.25 04:23:00,1.12967,1.12969,1.12964,1.12969,11
2019.03.25 04:22:00,1.12959,1.12966,1.12958,1.12966,11
2019.03.25 04:21:00,1.12959,1.12959,1.12956,1.12959,9
